Uniprot_ID,PDB_ID,nonpol_ID,chem_comp,smiles,inchikey,inchikey_skeleton,inchikey_stereochemistry
P0A877,1WQ5,1WQ5_3,GOL,C(C(CO)O)O,PEDCQBHIVMGVHV-UHFFFAOYSA-N,PEDCQBHIVMGVHV,PEDCQBHIVMGVHV-UHFFFAOYSA
P0A877,1XC4,1XC4_3,GOL,C(C(CO)O)O,PEDCQBHIVMGVHV-UHFFFAOYSA-N,PEDCQBHIVMGVHV,PEDCQBHIVMGVHV-UHFFFAOYSA
P04968,8ZKV,8ZKV_3,GOL,C(C(CO)O)O,PEDCQBHIVMGVHV-UHFFFAOYSA-N,PEDCQBHIVMGVHV,PEDCQBHIVMGVHV-UHFFFAOYSA
P04968,9D2Q,9D2Q_2,GOL,C(C(CO)O)O,PEDCQBHIVMGVHV-UHFFFAOYSA-N,PEDCQBHIVMGVHV,PEDCQBHIVMGVHV-UHFFFAOYSA
P04968,9D2R,9D2R_3,GOL,C(C(CO)O)O,PEDCQBHIVMGVHV-UHFFFAOYSA-N,PEDCQBHIVMGVHV,PEDCQBHIVMGVHV-UHFFFAOYSA
P11558,1HBM,1HBM_6,GOL,C(C(CO)O)O,PEDCQBHIVMGVHV-UHFFFAOYSA-N,PEDCQBHIVMGVHV,PEDCQBHIVMGVHV-UHFFFAOYSA
P31382,6ZQP,6ZQP_3,GOL,C(C(CO)O)O,PEDCQBHIVMGVHV-UHFFFAOYSA-N,PEDCQBHIVMGVHV,PEDCQBHIVMGVHV-UHFFFAOYSA
Q03161,2CIQ,2CIQ_4,GOL,C(C(CO)O)O,PEDCQBHIVMGVHV-UHFFFAOYSA-N,PEDCQBHIVMGVHV,PEDCQBHIVMGVHV-UHFFFAOYSA
P9WN21,6AYU,6AYU_5,GOL,C(C(CO)O)O,PEDCQBHIVMGVHV-UHFFFAOYSA-N,PEDCQBHIVMGVHV,PEDCQBHIVMGVHV-UHFFFAOYSA
P9WN21,6AYV,6AYV_4,GOL,C(C(CO)O)O,PEDCQBHIVMGVHV-UHFFFAOYSA-N,PEDCQBHIVMGVHV,PEDCQBHIVMGVHV-UHFFFAOYSA
P9WN21,6AYY,6AYY_2,GOL,C(C(CO)O)O,PEDCQBHIVMGVHV-UHFFFAOYSA-N,PEDCQBHIVMGVHV,PEDCQBHIVMGVHV-UHFFFAOYSA
P38115,4IJC,4IJC_3,GOL,C(C(CO)O)O,PEDCQBHIVMGVHV-UHFFFAOYSA-N,PEDCQBHIVMGVHV,PEDCQBHIVMGVHV-UHFFFAOYSA
J9W473,7LPP,7LPP_3,GOL,C(C(CO)O)O,PEDCQBHIVMGVHV-UHFFFAOYSA-N,PEDCQBHIVMGVHV,PEDCQBHIVMGVHV-UHFFFAOYSA
J9W473,7LPQ,7LPQ_3,GOL,C(C(CO)O)O,PEDCQBHIVMGVHV-UHFFFAOYSA-N,PEDCQBHIVMGVHV,PEDCQBHIVMGVHV-UHFFFAOYSA
Q9H227,2E9L,2E9L_5,GOL,C(C(CO)O)O,PEDCQBHIVMGVHV-UHFFFAOYSA-N,PEDCQBHIVMGVHV,PEDCQBHIVMGVHV-UHFFFAOYSA
Q9P8C9,5NH4,5NH4_4,GOL,C(C(CO)O)O,PEDCQBHIVMGVHV-UHFFFAOYSA-N,PEDCQBHIVMGVHV,PEDCQBHIVMGVHV-UHFFFAOYSA
Q9P8C9,5NH5,5NH5_6,GOL,C(C(CO)O)O,PEDCQBHIVMGVHV-UHFFFAOYSA-N,PEDCQBHIVMGVHV,PEDCQBHIVMGVHV-UHFFFAOYSA
Q9I537,4V35,4V35_3,GOL,C(C(CO)O)O,PEDCQBHIVMGVHV-UHFFFAOYSA-N,PEDCQBHIVMGVHV,PEDCQBHIVMGVHV-UHFFFAOYSA
Q5W9R9,2YR5,2YR5_4,GOL,C(C(CO)O)O,PEDCQBHIVMGVHV-UHFFFAOYSA-N,PEDCQBHIVMGVHV,PEDCQBHIVMGVHV-UHFFFAOYSA
Q5W9R9,2YR6,2YR6_5,GOL,C(C(CO)O)O,PEDCQBHIVMGVHV-UHFFFAOYSA-N,PEDCQBHIVMGVHV,PEDCQBHIVMGVHV-UHFFFAOYSA
P06745,1U0E,1U0E_4,GOL,C(C(CO)O)O,PEDCQBHIVMGVHV-UHFFFAOYSA-N,PEDCQBHIVMGVHV,PEDCQBHIVMGVHV-UHFFFAOYSA
P06745,1U0F,1U0F_5,GOL,C(C(CO)O)O,PEDCQBHIVMGVHV-UHFFFAOYSA-N,PEDCQBHIVMGVHV,PEDCQBHIVMGVHV-UHFFFAOYSA
O54288,1W37,1W37_2,GOL,C(C(CO)O)O,PEDCQBHIVMGVHV-UHFFFAOYSA-N,PEDCQBHIVMGVHV,PEDCQBHIVMGVHV-UHFFFAOYSA
O54288,1W3I,1W3I_3,GOL,C(C(CO)O)O,PEDCQBHIVMGVHV-UHFFFAOYSA-N,PEDCQBHIVMGVHV,PEDCQBHIVMGVHV-UHFFFAOYSA
O54288,1W3N,1W3N_3,GOL,C(C(CO)O)O,PEDCQBHIVMGVHV-UHFFFAOYSA-N,PEDCQBHIVMGVHV,PEDCQBHIVMGVHV-UHFFFAOYSA
O54288,1W3T,1W3T_5,GOL,C(C(CO)O)O,PEDCQBHIVMGVHV-UHFFFAOYSA-N,PEDCQBHIVMGVHV,PEDCQBHIVMGVHV-UHFFFAOYSA
F8W4B7,5EEI,5EEI_5,GOL,C(C(CO)O)O,PEDCQBHIVMGVHV-UHFFFAOYSA-N,PEDCQBHIVMGVHV,PEDCQBHIVMGVHV-UHFFFAOYSA
C7C422,3RKJ,3RKJ_3,GOL,C(C(CO)O)O,PEDCQBHIVMGVHV-UHFFFAOYSA-N,PEDCQBHIVMGVHV,PEDCQBHIVMGVHV-UHFFFAOYSA
C7C422,3RKK,3RKK_3,GOL,C(C(CO)O)O,PEDCQBHIVMGVHV-UHFFFAOYSA-N,PEDCQBHIVMGVHV,PEDCQBHIVMGVHV-UHFFFAOYSA
C7C422,3SFP,3SFP_5,GOL,C(C(CO)O)O,PEDCQBHIVMGVHV-UHFFFAOYSA-N,PEDCQBHIVMGVHV,PEDCQBHIVMGVHV-UHFFFAOYSA
P26918,1X8H,1X8H_5,GOL,C(C(CO)O)O,PEDCQBHIVMGVHV-UHFFFAOYSA-N,PEDCQBHIVMGVHV,PEDCQBHIVMGVHV-UHFFFAOYSA
P52700,2FM6,2FM6_4,GOL,C(C(CO)O)O,PEDCQBHIVMGVHV-UHFFFAOYSA-N,PEDCQBHIVMGVHV,PEDCQBHIVMGVHV-UHFFFAOYSA
P52700,2FU6,2FU6_3,GOL,C(C(CO)O)O,PEDCQBHIVMGVHV-UHFFFAOYSA-N,PEDCQBHIVMGVHV,PEDCQBHIVMGVHV-UHFFFAOYSA
P0AEB2,1Z6F,1Z6F_3,GOL,C(C(CO)O)O,PEDCQBHIVMGVHV-UHFFFAOYSA-N,PEDCQBHIVMGVHV,PEDCQBHIVMGVHV-UHFFFAOYSA
P0AEB2,3BEB,3BEB_3,GOL,C(C(CO)O)O,PEDCQBHIVMGVHV-UHFFFAOYSA-N,PEDCQBHIVMGVHV,PEDCQBHIVMGVHV-UHFFFAOYSA
P0AEB2,3BEC,3BEC_2,GOL,C(C(CO)O)O,PEDCQBHIVMGVHV-UHFFFAOYSA-N,PEDCQBHIVMGVHV,PEDCQBHIVMGVHV-UHFFFAOYSA
O08498,1M2X,1M2X_5,GOL,C(C(CO)O)O,PEDCQBHIVMGVHV-UHFFFAOYSA-N,PEDCQBHIVMGVHV,PEDCQBHIVMGVHV-UHFFFAOYSA
E5BDC6,4UWO,4UWO_4,GOL,C(C(CO)O)O,PEDCQBHIVMGVHV-UHFFFAOYSA-N,PEDCQBHIVMGVHV,PEDCQBHIVMGVHV-UHFFFAOYSA
Q16773,3FVS,3FVS_3,GOL,C(C(CO)O)O,PEDCQBHIVMGVHV-UHFFFAOYSA-N,PEDCQBHIVMGVHV,PEDCQBHIVMGVHV-UHFFFAOYSA
Q16773,3FVU,3FVU_3,GOL,C(C(CO)O)O,PEDCQBHIVMGVHV-UHFFFAOYSA-N,PEDCQBHIVMGVHV,PEDCQBHIVMGVHV-UHFFFAOYSA
O53611,5KVU,5KVU_7,GOL,C(C(CO)O)O,PEDCQBHIVMGVHV-UHFFFAOYSA-N,PEDCQBHIVMGVHV,PEDCQBHIVMGVHV-UHFFFAOYSA
P00447,3LSU,3LSU_3,GOL,C(C(CO)O)O,PEDCQBHIVMGVHV-UHFFFAOYSA-N,PEDCQBHIVMGVHV,PEDCQBHIVMGVHV-UHFFFAOYSA
P00447,4F6E,4F6E_4,GOL,C(C(CO)O)O,PEDCQBHIVMGVHV-UHFFFAOYSA-N,PEDCQBHIVMGVHV,PEDCQBHIVMGVHV-UHFFFAOYSA
Q8I295,4N7B,4N7B_4,GOL,C(C(CO)O)O,PEDCQBHIVMGVHV-UHFFFAOYSA-N,PEDCQBHIVMGVHV,PEDCQBHIVMGVHV-UHFFFAOYSA
P14174,2OOH,2OOH_4,GOL,C(C(CO)O)O,PEDCQBHIVMGVHV-UHFFFAOYSA-N,PEDCQBHIVMGVHV,PEDCQBHIVMGVHV-UHFFFAOYSA
F2JXJ3,2YMW,2YMW_4,GOL,C(C(CO)O)O,PEDCQBHIVMGVHV-UHFFFAOYSA-N,PEDCQBHIVMGVHV,PEDCQBHIVMGVHV-UHFFFAOYSA
Q9BU02,3BHD,3BHD_6,GOL,C(C(CO)O)O,PEDCQBHIVMGVHV-UHFFFAOYSA-N,PEDCQBHIVMGVHV,PEDCQBHIVMGVHV-UHFFFAOYSA
P76641,6OHC,6OHC_2,GOL,C(C(CO)O)O,PEDCQBHIVMGVHV-UHFFFAOYSA-N,PEDCQBHIVMGVHV,PEDCQBHIVMGVHV-UHFFFAOYSA
Q9S850,1OGP,1OGP_3,GOL,C(C(CO)O)O,PEDCQBHIVMGVHV-UHFFFAOYSA-N,PEDCQBHIVMGVHV,PEDCQBHIVMGVHV-UHFFFAOYSA
Q6WZB0,2WBP,2WBP_6,GOL,C(C(CO)O)O,PEDCQBHIVMGVHV-UHFFFAOYSA-N,PEDCQBHIVMGVHV,PEDCQBHIVMGVHV-UHFFFAOYSA
Q8N543,4NHX,4NHX_5,GOL,C(C(CO)O)O,PEDCQBHIVMGVHV-UHFFFAOYSA-N,PEDCQBHIVMGVHV,PEDCQBHIVMGVHV-UHFFFAOYSA
Q8N543,4NHY,4NHY_3,GOL,C(C(CO)O)O,PEDCQBHIVMGVHV-UHFFFAOYSA-N,PEDCQBHIVMGVHV,PEDCQBHIVMGVHV-UHFFFAOYSA
O15296,4NRE,4NRE_6,GOL,C(C(CO)O)O,PEDCQBHIVMGVHV-UHFFFAOYSA-N,PEDCQBHIVMGVHV,PEDCQBHIVMGVHV-UHFFFAOYSA
O15296,8VIY,8VIY_4,GOL,C(C(CO)O)O,PEDCQBHIVMGVHV-UHFFFAOYSA-N,PEDCQBHIVMGVHV,PEDCQBHIVMGVHV-UHFFFAOYSA
Q6KZI8,4UXD,4UXD_2,GOL,C(C(CO)O)O,PEDCQBHIVMGVHV-UHFFFAOYSA-N,PEDCQBHIVMGVHV,PEDCQBHIVMGVHV-UHFFFAOYSA
Q96242,2RCH,2RCH_4,GOL,C(C(CO)O)O,PEDCQBHIVMGVHV-UHFFFAOYSA-N,PEDCQBHIVMGVHV,PEDCQBHIVMGVHV-UHFFFAOYSA
Q96242,2RCL,2RCL_4,GOL,C(C(CO)O)O,PEDCQBHIVMGVHV-UHFFFAOYSA-N,PEDCQBHIVMGVHV,PEDCQBHIVMGVHV-UHFFFAOYSA
Q96242,2RCM,2RCM_3,GOL,C(C(CO)O)O,PEDCQBHIVMGVHV-UHFFFAOYSA-N,PEDCQBHIVMGVHV,PEDCQBHIVMGVHV-UHFFFAOYSA
Q96242,3CLI,3CLI_3,GOL,C(C(CO)O)O,PEDCQBHIVMGVHV-UHFFFAOYSA-N,PEDCQBHIVMGVHV,PEDCQBHIVMGVHV-UHFFFAOYSA
P15538,7E7F,7E7F_5,GOL,C(C(CO)O)O,PEDCQBHIVMGVHV-UHFFFAOYSA-N,PEDCQBHIVMGVHV,PEDCQBHIVMGVHV-UHFFFAOYSA
P11560,1HBM,1HBM_6,GOL,C(C(CO)O)O,PEDCQBHIVMGVHV-UHFFFAOYSA-N,PEDCQBHIVMGVHV,PEDCQBHIVMGVHV-UHFFFAOYSA
P30566,2J91,2J91_4,GOL,C(C(CO)O)O,PEDCQBHIVMGVHV-UHFFFAOYSA-N,PEDCQBHIVMGVHV,PEDCQBHIVMGVHV-UHFFFAOYSA
P30566,2VD6,2VD6_4,GOL,C(C(CO)O)O,PEDCQBHIVMGVHV-UHFFFAOYSA-N,PEDCQBHIVMGVHV,PEDCQBHIVMGVHV-UHFFFAOYSA
Q6NTF7,6BBO,6BBO_6,GOL,C(C(CO)O)O,PEDCQBHIVMGVHV-UHFFFAOYSA-N,PEDCQBHIVMGVHV,PEDCQBHIVMGVHV-UHFFFAOYSA
Q9GZX7,5W0U,5W0U_7,GOL,C(C(CO)O)O,PEDCQBHIVMGVHV-UHFFFAOYSA-N,PEDCQBHIVMGVHV,PEDCQBHIVMGVHV-UHFFFAOYSA
Q4QAU9,6MSO,6MSO_3,GOL,C(C(CO)O)O,PEDCQBHIVMGVHV-UHFFFAOYSA-N,PEDCQBHIVMGVHV,PEDCQBHIVMGVHV-UHFFFAOYSA
P07954,6EBT,6EBT_2,GOL,C(C(CO)O)O,PEDCQBHIVMGVHV-UHFFFAOYSA-N,PEDCQBHIVMGVHV,PEDCQBHIVMGVHV-UHFFFAOYSA
P07954,6V8F,6V8F_3,GOL,C(C(CO)O)O,PEDCQBHIVMGVHV-UHFFFAOYSA-N,PEDCQBHIVMGVHV,PEDCQBHIVMGVHV-UHFFFAOYSA
P07954,6VBE,6VBE_2,GOL,C(C(CO)O)O,PEDCQBHIVMGVHV-UHFFFAOYSA-N,PEDCQBHIVMGVHV,PEDCQBHIVMGVHV-UHFFFAOYSA
P07954,7LUB,7LUB_3,GOL,C(C(CO)O)O,PEDCQBHIVMGVHV-UHFFFAOYSA-N,PEDCQBHIVMGVHV,PEDCQBHIVMGVHV-UHFFFAOYSA
Q9LFT6,6COB,6COB_3,GOL,C(C(CO)O)O,PEDCQBHIVMGVHV-UHFFFAOYSA-N,PEDCQBHIVMGVHV,PEDCQBHIVMGVHV-UHFFFAOYSA
Q9LFT6,6COC,6COC_2,GOL,C(C(CO)O)O,PEDCQBHIVMGVHV-UHFFFAOYSA-N,PEDCQBHIVMGVHV,PEDCQBHIVMGVHV-UHFFFAOYSA
Q9LFT6,6COD,6COD_2,GOL,C(C(CO)O)O,PEDCQBHIVMGVHV-UHFFFAOYSA-N,PEDCQBHIVMGVHV,PEDCQBHIVMGVHV-UHFFFAOYSA
Q9LFT6,6COE,6COE_2,GOL,C(C(CO)O)O,PEDCQBHIVMGVHV-UHFFFAOYSA-N,PEDCQBHIVMGVHV,PEDCQBHIVMGVHV-UHFFFAOYSA
Q9LSQ4,7VKA,7VKA_4,GOL,C(C(CO)O)O,PEDCQBHIVMGVHV-UHFFFAOYSA-N,PEDCQBHIVMGVHV,PEDCQBHIVMGVHV-UHFFFAOYSA
Q8NMD2,5C54,5C54_2,GOL,C(C(CO)O)O,PEDCQBHIVMGVHV-UHFFFAOYSA-N,PEDCQBHIVMGVHV,PEDCQBHIVMGVHV-UHFFFAOYSA
Q8NMD2,5C55,5C55_5,GOL,C(C(CO)O)O,PEDCQBHIVMGVHV-UHFFFAOYSA-N,PEDCQBHIVMGVHV,PEDCQBHIVMGVHV-UHFFFAOYSA
O48500,8QKY,8QKY_2,GOL,C(C(CO)O)O,PEDCQBHIVMGVHV-UHFFFAOYSA-N,PEDCQBHIVMGVHV,PEDCQBHIVMGVHV-UHFFFAOYSA
O48500,8QLD,8QLD_4,GOL,C(C(CO)O)O,PEDCQBHIVMGVHV-UHFFFAOYSA-N,PEDCQBHIVMGVHV,PEDCQBHIVMGVHV-UHFFFAOYSA
P76469,2VWS,2VWS_3,GOL,C(C(CO)O)O,PEDCQBHIVMGVHV-UHFFFAOYSA-N,PEDCQBHIVMGVHV,PEDCQBHIVMGVHV-UHFFFAOYSA
P76469,2VWT,2VWT_5,GOL,C(C(CO)O)O,PEDCQBHIVMGVHV-UHFFFAOYSA-N,PEDCQBHIVMGVHV,PEDCQBHIVMGVHV-UHFFFAOYSA
P36136,3F3K,3F3K_2,GOL,C(C(CO)O)O,PEDCQBHIVMGVHV-UHFFFAOYSA-N,PEDCQBHIVMGVHV,PEDCQBHIVMGVHV-UHFFFAOYSA
P36136,3OI7,3OI7_6,GOL,C(C(CO)O)O,PEDCQBHIVMGVHV-UHFFFAOYSA-N,PEDCQBHIVMGVHV,PEDCQBHIVMGVHV-UHFFFAOYSA
P83772,1Q3K,1Q3K_3,GOL,C(C(CO)O)O,PEDCQBHIVMGVHV-UHFFFAOYSA-N,PEDCQBHIVMGVHV,PEDCQBHIVMGVHV-UHFFFAOYSA
Q9GV45,7SNW,7SNW_6,GOL,C(C(CO)O)O,PEDCQBHIVMGVHV-UHFFFAOYSA-N,PEDCQBHIVMGVHV,PEDCQBHIVMGVHV-UHFFFAOYSA
P25524,1R9X,1R9X_4,GOL,C(C(CO)O)O,PEDCQBHIVMGVHV-UHFFFAOYSA-N,PEDCQBHIVMGVHV,PEDCQBHIVMGVHV-UHFFFAOYSA
P25524,1R9Y,1R9Y_4,GOL,C(C(CO)O)O,PEDCQBHIVMGVHV-UHFFFAOYSA-N,PEDCQBHIVMGVHV,PEDCQBHIVMGVHV-UHFFFAOYSA
P39300,2WYL,2WYL_2,GOL,C(C(CO)O)O,PEDCQBHIVMGVHV-UHFFFAOYSA-N,PEDCQBHIVMGVHV,PEDCQBHIVMGVHV-UHFFFAOYSA
P39300,2WYM,2WYM_4,GOL,C(C(CO)O)O,PEDCQBHIVMGVHV-UHFFFAOYSA-N,PEDCQBHIVMGVHV,PEDCQBHIVMGVHV-UHFFFAOYSA
Q8L7J2,3GNO,3GNO_3,GOL,C(C(CO)O)O,PEDCQBHIVMGVHV-UHFFFAOYSA-N,PEDCQBHIVMGVHV,PEDCQBHIVMGVHV-UHFFFAOYSA
Q8L7J2,3GNP,3GNP_3,GOL,C(C(CO)O)O,PEDCQBHIVMGVHV-UHFFFAOYSA-N,PEDCQBHIVMGVHV,PEDCQBHIVMGVHV-UHFFFAOYSA
Q8L7J2,3GNR,3GNR_3,GOL,C(C(CO)O)O,PEDCQBHIVMGVHV-UHFFFAOYSA-N,PEDCQBHIVMGVHV,PEDCQBHIVMGVHV-UHFFFAOYSA
Q8L7J2,3WBA,3WBA_3,GOL,C(C(CO)O)O,PEDCQBHIVMGVHV-UHFFFAOYSA-N,PEDCQBHIVMGVHV,PEDCQBHIVMGVHV-UHFFFAOYSA
Q8L7J2,3WBE,3WBE_3,GOL,C(C(CO)O)O,PEDCQBHIVMGVHV-UHFFFAOYSA-N,PEDCQBHIVMGVHV,PEDCQBHIVMGVHV-UHFFFAOYSA
P9WPX7,1H0R,1H0R_5,GOL,C(C(CO)O)O,PEDCQBHIVMGVHV-UHFFFAOYSA-N,PEDCQBHIVMGVHV,PEDCQBHIVMGVHV-UHFFFAOYSA
P9WPX7,1H0S,1H0S_4,GOL,C(C(CO)O)O,PEDCQBHIVMGVHV-UHFFFAOYSA-N,PEDCQBHIVMGVHV,PEDCQBHIVMGVHV-UHFFFAOYSA
P20577,6Y88,6Y88_4,GOL,C(C(CO)O)O,PEDCQBHIVMGVHV-UHFFFAOYSA-N,PEDCQBHIVMGVHV,PEDCQBHIVMGVHV-UHFFFAOYSA
Q988B9,4KEP,4KEP_5,GOL,C(C(CO)O)O,PEDCQBHIVMGVHV-UHFFFAOYSA-N,PEDCQBHIVMGVHV,PEDCQBHIVMGVHV-UHFFFAOYSA
Q988B9,4KEQ,4KEQ_4,GOL,C(C(CO)O)O,PEDCQBHIVMGVHV-UHFFFAOYSA-N,PEDCQBHIVMGVHV,PEDCQBHIVMGVHV-UHFFFAOYSA
Q9VF53,7PX0,7PX0_6,GOL,C(C(CO)O)O,PEDCQBHIVMGVHV-UHFFFAOYSA-N,PEDCQBHIVMGVHV,PEDCQBHIVMGVHV-UHFFFAOYSA
P60487,4BX0,4BX0_3,GOL,C(C(CO)O)O,PEDCQBHIVMGVHV-UHFFFAOYSA-N,PEDCQBHIVMGVHV,PEDCQBHIVMGVHV-UHFFFAOYSA
P60487,4BX2,4BX2_4,GOL,C(C(CO)O)O,PEDCQBHIVMGVHV-UHFFFAOYSA-N,PEDCQBHIVMGVHV,PEDCQBHIVMGVHV-UHFFFAOYSA
P60487,4BX3,4BX3_3,GOL,C(C(CO)O)O,PEDCQBHIVMGVHV-UHFFFAOYSA-N,PEDCQBHIVMGVHV,PEDCQBHIVMGVHV-UHFFFAOYSA
Q53353,6OJR,6OJR_2,GOL,C(C(CO)O)O,PEDCQBHIVMGVHV-UHFFFAOYSA-N,PEDCQBHIVMGVHV,PEDCQBHIVMGVHV-UHFFFAOYSA
Q53353,6OJW,6OJW_3,GOL,C(C(CO)O)O,PEDCQBHIVMGVHV-UHFFFAOYSA-N,PEDCQBHIVMGVHV,PEDCQBHIVMGVHV-UHFFFAOYSA
P32169,1OJR,1OJR_6,GOL,C(C(CO)O)O,PEDCQBHIVMGVHV-UHFFFAOYSA-N,PEDCQBHIVMGVHV,PEDCQBHIVMGVHV-UHFFFAOYSA
B4E9I9,4COG,4COG_5,GOL,C(C(CO)O)O,PEDCQBHIVMGVHV-UHFFFAOYSA-N,PEDCQBHIVMGVHV,PEDCQBHIVMGVHV-UHFFFAOYSA
P0A6K1,6D1Q,6D1Q_4,GOL,C(C(CO)O)O,PEDCQBHIVMGVHV-UHFFFAOYSA-N,PEDCQBHIVMGVHV,PEDCQBHIVMGVHV-UHFFFAOYSA
P0A6K1,6D1V,6D1V_4,GOL,C(C(CO)O)O,PEDCQBHIVMGVHV-UHFFFAOYSA-N,PEDCQBHIVMGVHV,PEDCQBHIVMGVHV-UHFFFAOYSA
P0A8Y5,1RKQ,1RKQ_2,CL,[Cl-],VEXZGXHMUGYJMC-UHFFFAOYSA-M,VEXZGXHMUGYJMC,VEXZGXHMUGYJMC-UHFFFAOYSA
Q48EB9,3MN1,3MN1_2,CL,[Cl-],VEXZGXHMUGYJMC-UHFFFAOYSA-M,VEXZGXHMUGYJMC,VEXZGXHMUGYJMC-UHFFFAOYSA
Q48EB9,3NRJ,3NRJ_2,CL,[Cl-],VEXZGXHMUGYJMC-UHFFFAOYSA-M,VEXZGXHMUGYJMC,VEXZGXHMUGYJMC-UHFFFAOYSA
Q8A5Q8,3DDH,3DDH_3,CL,[Cl-],VEXZGXHMUGYJMC-UHFFFAOYSA-M,VEXZGXHMUGYJMC,VEXZGXHMUGYJMC-UHFFFAOYSA
P77366,4G9B,4G9B_3,CL,[Cl-],VEXZGXHMUGYJMC-UHFFFAOYSA-M,VEXZGXHMUGYJMC,VEXZGXHMUGYJMC-UHFFFAOYSA
O06480,3I76,3I76_3,CL,[Cl-],VEXZGXHMUGYJMC-UHFFFAOYSA-M,VEXZGXHMUGYJMC,VEXZGXHMUGYJMC-UHFFFAOYSA
Q8A4Q5,4DCC,4DCC_2,CL,[Cl-],VEXZGXHMUGYJMC-UHFFFAOYSA-M,VEXZGXHMUGYJMC,VEXZGXHMUGYJMC-UHFFFAOYSA
Q8A4Q5,4DFD,4DFD_3,CL,[Cl-],VEXZGXHMUGYJMC-UHFFFAOYSA-M,VEXZGXHMUGYJMC,VEXZGXHMUGYJMC-UHFFFAOYSA
Q8A4Q5,4F71,4F71_5,CL,[Cl-],VEXZGXHMUGYJMC-UHFFFAOYSA-M,VEXZGXHMUGYJMC,VEXZGXHMUGYJMC-UHFFFAOYSA
Q1GA24,2HI0,2HI0_3,CL,[Cl-],VEXZGXHMUGYJMC-UHFFFAOYSA-M,VEXZGXHMUGYJMC,VEXZGXHMUGYJMC-UHFFFAOYSA
Q8A5G8,3QNM,3QNM_3,CL,[Cl-],VEXZGXHMUGYJMC-UHFFFAOYSA-M,VEXZGXHMUGYJMC,VEXZGXHMUGYJMC-UHFFFAOYSA
P0A8Y3,8PNE,8PNE_6,CL,[Cl-],VEXZGXHMUGYJMC-UHFFFAOYSA-M,VEXZGXHMUGYJMC,VEXZGXHMUGYJMC-UHFFFAOYSA
O29873,4JDP,4JDP_3,CL,[Cl-],VEXZGXHMUGYJMC-UHFFFAOYSA-M,VEXZGXHMUGYJMC,VEXZGXHMUGYJMC-UHFFFAOYSA
Q9RTX8,4EEN,4EEN_3,CL,[Cl-],VEXZGXHMUGYJMC-UHFFFAOYSA-M,VEXZGXHMUGYJMC,VEXZGXHMUGYJMC-UHFFFAOYSA
O57991,2OM6,2OM6_4,CL,[Cl-],VEXZGXHMUGYJMC-UHFFFAOYSA-M,VEXZGXHMUGYJMC,VEXZGXHMUGYJMC-UHFFFAOYSA
Q82HY3,3MMZ,3MMZ_3,CL,[Cl-],VEXZGXHMUGYJMC-UHFFFAOYSA-M,VEXZGXHMUGYJMC,VEXZGXHMUGYJMC-UHFFFAOYSA
Q8Z598,4EZE,4EZE_2,CL,[Cl-],VEXZGXHMUGYJMC-UHFFFAOYSA-M,VEXZGXHMUGYJMC,VEXZGXHMUGYJMC-UHFFFAOYSA
Q8P4B4,2PKE,2PKE_3,CL,[Cl-],VEXZGXHMUGYJMC-UHFFFAOYSA-M,VEXZGXHMUGYJMC,VEXZGXHMUGYJMC-UHFFFAOYSA
Q51645,2NO4,2NO4_3,CL,[Cl-],VEXZGXHMUGYJMC-UHFFFAOYSA-M,VEXZGXHMUGYJMC,VEXZGXHMUGYJMC-UHFFFAOYSA
Q51645,2NO5,2NO5_2,CL,[Cl-],VEXZGXHMUGYJMC-UHFFFAOYSA-M,VEXZGXHMUGYJMC,VEXZGXHMUGYJMC-UHFFFAOYSA
Q8KHZ8,2OA1,2OA1_2,CL,[Cl-],VEXZGXHMUGYJMC-UHFFFAOYSA-M,VEXZGXHMUGYJMC,VEXZGXHMUGYJMC-UHFFFAOYSA
Q8KHZ8,2OAL,2OAL_2,CL,[Cl-],VEXZGXHMUGYJMC-UHFFFAOYSA-M,VEXZGXHMUGYJMC,VEXZGXHMUGYJMC-UHFFFAOYSA
P16152,2PFG,2PFG_2,CL,[Cl-],VEXZGXHMUGYJMC-UHFFFAOYSA-M,VEXZGXHMUGYJMC,VEXZGXHMUGYJMC-UHFFFAOYSA
P16152,3BHI,3BHI_2,CL,[Cl-],VEXZGXHMUGYJMC-UHFFFAOYSA-M,VEXZGXHMUGYJMC,VEXZGXHMUGYJMC-UHFFFAOYSA
P42937,3F4A,3F4A_3,CL,[Cl-],VEXZGXHMUGYJMC-UHFFFAOYSA-M,VEXZGXHMUGYJMC,VEXZGXHMUGYJMC-UHFFFAOYSA
P0A9S5,5ZXL,5ZXL_5,CL,[Cl-],VEXZGXHMUGYJMC-UHFFFAOYSA-M,VEXZGXHMUGYJMC,VEXZGXHMUGYJMC-UHFFFAOYSA
Q03513,7O4Z,7O4Z_3,CL,[Cl-],VEXZGXHMUGYJMC-UHFFFAOYSA-M,VEXZGXHMUGYJMC,VEXZGXHMUGYJMC-UHFFFAOYSA
Q03513,7O54,7O54_4,CL,[Cl-],VEXZGXHMUGYJMC-UHFFFAOYSA-M,VEXZGXHMUGYJMC,VEXZGXHMUGYJMC-UHFFFAOYSA
Q54735,5SWC,5SWC_3,CL,[Cl-],VEXZGXHMUGYJMC-UHFFFAOYSA-M,VEXZGXHMUGYJMC,VEXZGXHMUGYJMC-UHFFFAOYSA
